ticket_id,customer_id,created_at,product,channel,priority,previous_tickets_30d,message_length,agent_experience_months,customer_plan,sla_breach
T0010254,C01793,2026-02-11 09:00:00,Authentication,Web,Low,4,236,16,Free,0
T0010255,C00681,2026-01-20 04:00:00,Analytics,Web,High,0,455,20,Free,0
T0010256,C01663,2026-05-12 18:00:00,Authentication,Chat,Low,0,285,8,Business,0
T0010257,C01452,2026-04-16 20:00:00,Payments API,Chat,Low,3,232,62,Starter,0
T0010258,C01568,2026-01-27 22:00:00,Payments API,Web,Low,2,439,42,Free,0
T0010259,C00985,2026-04-09 20:00:00,Storage,Email,Low,1,494,5,Free,0
T0010260,C00502,2026-05-05 08:00:00,Messaging,Web,Medium,1,545,33,Business,0
T0010261,C00409,2026-03-31 19:00:00,Analytics,Chat,Low,1,390,33,Free,0
T0010262,C01740,2026-05-10 05:00:00,Storage,Web,Low,3,770,30,Business,1
T0010263,C00905,2026-04-01 19:00:00,Messaging,Email,Low,0,291,3,Enterprise,0
T0010264,C01671,2026-03-05 14:00:00,Messaging,Chat,Low,0,889,65,Starter,0
T0010265,C00999,2026-02-10 05:00:00,Messaging,Email,Medium,1,687,18,Enterprise,0
T0010266,C00962,2026-02-16 11:00:00,Storage,Web,Low,3,428,3,Starter,0
T0010267,C00132,2026-05-26 15:00:00,Storage,Web,Medium,2,594,69,Business,0
T0010268,C00724,2026-03-09 03:00:00,Analytics,Chat,High,1,304,22,Enterprise,0
T0010269,C01002,2026-05-09 21:00:00,Messaging,Chat,Medium,3,659,53,Starter,0
T0010270,C00197,2026-03-06 15:00:00,Payments API,Chat,Low,1,691,20,Starter,0
T0010271,C00292,2026-04-05 13:00:00,Authentication,Chat,Medium,0,580,56,Free,0
T0010272,C01064,2026-04-20 06:00:00,Payments API,Web,Low,1,643,15,Starter,1
T0010273,C00447,2026-03-27 23:00:00,Payments API,Web,Low,1,180,22,Enterprise,0
T0010274,C01261,2026-05-14 21:00:00,Messaging,Email,Medium,3,134,14,Free,0
T0010275,C00829,2026-06-16 08:00:00,Analytics,Chat,Low,2,115,13,Business,0
T0010276,C00728,2026-06-05 02:00:00,Payments API,Web,Low,0,593,20,Free,0
T0010277,C00212,2026-06-15 20:00:00,Storage,Chat,Low,1,481,20,Starter,0
T0010278,C00731,2026-01-06 09:00:00,Storage,Chat,Medium,1,754,13,Starter,0
T0010279,C00976,2026-05-17 16:00:00,Analytics,Phone,Low,2,329,65,Starter,0
T0010280,C01032,2026-05-11 18:00:00,Authentication,Web,Low,3,91,17,Business,0
T0010281,C00487,2026-03-16 05:00:00,Analytics,Email,High,4,603,32,Starter,0
T0010282,C00051,2026-02-26 13:00:00,Storage,Chat,Medium,1,503,42,Free,1
T0010283,C01683,2026-01-10 13:00:00,Messaging,Chat,Medium,1,59,65,Business,0
T0010284,C01725,2026-05-31 22:00:00,Authentication,Web,Medium,0,44,14,Starter,0
T0010285,C01628,2026-06-01 05:00:00,Storage,Email,Medium,0,622,35,Free,0
T0010286,C00522,2026-01-14 15:00:00,Messaging,Email,Medium,2,275,68,Starter,0
T0010287,C01085,2026-04-15 18:00:00,Payments API,Chat,Medium,1,394,32,Enterprise,1
T0010288,C00254,2026-04-10 05:00:00,Authentication,Chat,High,4,75,24,Free,0
T0010289,C01631,2026-02-01 00:00:00,Storage,Email,Medium,1,826,55,Starter,0
T0010290,C00010,2026-04-09 18:00:00,Authentication,Phone,Low,0,871,41,Starter,0
T0010291,C00848,2026-05-27 02:00:00,Payments API,Chat,Medium,0,404,31,Starter,0
T0010292,C01543,2026-02-28 18:00:00,Messaging,Email,Low,1,554,58,Starter,0
T0010293,C01307,2026-05-11 15:00:00,Authentication,Email,Medium,0,196,60,Starter,0
T0010294,C01554,2026-06-24 15:00:00,Analytics,Email,High,5,894,54,Starter,1
T0010295,C00894,2026-03-23 20:00:00,Storage,Email,Medium,1,873,53,Free,0
T0010296,C00172,2026-01-20 05:00:00,Storage,Chat,Medium,1,798,5,Starter,1
T0010297,C00015,2026-02-23 12:00:00,Authentication,Email,Medium,1,265,32,Starter,0
T0010298,C00275,2026-01-25 13:00:00,Messaging,Chat,Medium,0,380,31,Starter,0
T0010299,C00104,2026-03-05 11:00:00,Analytics,Chat,Medium,2,410,10,Enterprise,0
T0010300,C00807,2026-04-26 23:00:00,Messaging,Chat,Medium,0,481,57,Starter,0
T0010301,C00091,2026-02-06 11:00:00,Storage,Phone,Medium,1,234,23,Free,0
T0010302,C00335,2026-04-03 13:00:00,Analytics,Phone,Medium,2,651,66,Free,0
T0010303,C00755,2026-06-29 15:00:00,Storage,Chat,Medium,1,335,8,Starter,1
T0010304,C01325,2026-02-17 14:00:00,Payments API,Chat,Medium,0,221,51,Starter,0
T0010305,C01214,2026-06-08 09:00:00,Authentication,Web,Medium,2,362,15,Starter,0
T0010306,C00105,2026-02-24 18:00:00,Payments API,Chat,High,2,83,29,Business,1
T0010307,C01626,2026-04-21 12:00:00,Authentication,Web,Medium,0,131,36,Business,0
T0010308,C00990,2026-01-29 06:00:00,Messaging,Chat,Medium,2,763,42,Business,0
T0010309,C00628,2026-02-18 06:00:00,Storage,Email,High,0,382,32,Free,0
T0010310,C00690,2026-06-06 04:00:00,Payments API,Chat,High,1,562,55,Starter,0
T0010311,C01528,2026-04-17 03:00:00,Storage,Web,Medium,0,190,3,Starter,0
T0010312,C00837,2026-04-13 12:00:00,Storage,Chat,High,0,838,33,Business,0
T0010313,C00443,2026-04-02 22:00:00,Payments API,Web,Urgent,2,433,29,Business,1
T0010314,C00765,2026-02-14 01:00:00,Storage,Web,Low,0,645,64,Business,0
T0010315,C00124,2026-06-17 06:00:00,Storage,Chat,Medium,0,100,65,Starter,0
T0010316,C00276,2026-03-12 19:00:00,Payments API,Email,Medium,0,274,24,Starter,0
T0010317,C00567,2026-01-03 01:00:00,Payments API,Chat,Medium,1,742,68,Business,0
T0010318,C00397,2026-06-13 04:00:00,Messaging,Email,High,3,261,68,Business,0
T0010319,C00629,2026-01-09 09:00:00,Authentication,Chat,Medium,0,181,51,Starter,0
T0010320,C00117,2026-06-09 15:00:00,Analytics,Email,Medium,2,321,51,Business,0
T0010321,C01099,2026-02-17 21:00:00,Authentication,Phone,Medium,1,34,55,Business,1
T0010322,C00208,2026-01-13 10:00:00,Analytics,Web,Medium,1,191,64,Starter,0
T0010323,C00391,2026-02-09 16:00:00,Storage,Email,Medium,0,619,38,Starter,1
T0010324,C01761,2026-04-28 17:00:00,Analytics,Web,Medium,0,453,69,Starter,1
T0010325,C00011,2026-04-09 05:00:00,Payments API,Web,Low,0,71,6,Starter,0
T0010326,C00504,2026-01-28 12:00:00,Storage,Web,Low,3,255,4,Starter,0
T0010327,C00901,2026-02-24 00:00:00,Storage,Chat,Medium,1,663,27,Starter,0
T0010328,C00553,2026-02-07 23:00:00,Storage,Chat,Low,2,779,59,Free,0
T0010329,C00577,2026-04-28 14:00:00,Storage,Chat,Medium,0,140,6,Business,0
T0010330,C00229,2026-06-05 13:00:00,Payments API,Chat,High,2,708,29,Starter,0
T0010331,C00763,2026-02-15 22:00:00,Messaging,Chat,Low,0,691,41,Free,0
T0010332,C01360,2026-06-11 03:00:00,Analytics,Email,Medium,1,214,15,Free,0
T0010333,C01059,2026-03-15 10:00:00,Authentication,Web,Low,1,583,45,Starter,0
T0010334,C01664,2026-01-15 21:00:00,Authentication,Phone,Medium,1,476,36,Free,1
T0010335,C01260,2026-02-28 00:00:00,Storage,Chat,Low,0,888,70,Enterprise,0
T0010336,C01422,2026-06-07 07:00:00,Authentication,Chat,Low,3,808,48,Starter,0
T0010337,C00778,2026-05-26 12:00:00,Analytics,Email,High,2,586,44,Free,0
T0010338,C01103,2026-05-12 03:00:00,Payments API,Web,Medium,1,137,13,Business,0
T0010339,C01041,2026-03-13 18:00:00,Authentication,Email,Low,1,672,50,Free,0
T0010340,C01464,2026-05-20 15:00:00,Storage,Web,Low,1,719,68,Starter,0
T0010341,C00902,2026-05-08 20:00:00,Messaging,Web,High,3,549,48,Free,0
T0010342,C00728,2026-05-23 12:00:00,Storage,Chat,Medium,2,242,64,Free,0
T0010343,C00127,2026-04-11 09:00:00,Payments API,Web,High,0,736,34,Starter,1
T0010344,C01548,2026-04-02 07:00:00,Authentication,Chat,Medium,3,327,70,Business,0
T0010345,C00784,2026-06-24 00:00:00,Messaging,Chat,Medium,1,686,31,Starter,0
T0010346,C01438,2026-06-20 10:00:00,Storage,Web,Medium,0,513,22,Starter,0
T0010347,C01221,2026-04-07 12:00:00,Analytics,Chat,Medium,2,375,11,Free,0
T0010348,C00004,2026-02-06 01:00:00,Messaging,Email,High,1,738,35,Starter,1
T0010349,C01173,2026-03-15 14:00:00,Analytics,Chat,Low,1,326,5,Free,0
T0010350,C00879,2026-04-01 21:00:00,Authentication,Web,Medium,1,199,62,Starter,1
T0010351,C00432,2026-05-02 21:00:00,Messaging,Chat,Low,2,832,51,Business,0
T0010352,C00477,2026-02-27 08:00:00,Storage,Chat,High,0,835,43,Starter,0
T0010353,C01149,2026-01-09 04:00:00,Authentication,Web,Medium,1,61,63,Starter,0
T0010354,C00156,2026-05-29 00:00:00,Authentication,Email,Low,1,433,60,Starter,0
T0010355,C01092,2026-06-20 19:00:00,Storage,Chat,Medium,2,610,50,Starter,0
T0010356,C01524,2026-01-15 21:00:00,Authentication,Email,Medium,0,308,3,Business,0
T0010357,C00157,2026-02-27 07:00:00,Analytics,Chat,High,1,146,56,Free,0
T0010358,C00015,2026-03-20 01:00:00,Analytics,Web,Medium,0,216,38,Starter,0
T0010359,C00110,2026-05-17 21:00:00,Messaging,Email,Low,0,818,14,Business,0
T0010360,C01315,2026-05-20 05:00:00,Messaging,Email,Medium,2,306,65,Free,0
T0010361,C01527,2026-03-03 19:00:00,Authentication,Web,Low,1,98,22,Starter,0
T0010362,C01779,2026-02-26 05:00:00,Payments API,Chat,Medium,4,303,55,Starter,1
T0010363,C00052,2026-03-14 22:00:00,Payments API,Chat,Medium,1,286,19,Free,0
T0010364,C00868,2026-02-13 06:00:00,Analytics,Chat,Medium,0,736,9,Business,0
T0010365,C00087,2026-03-20 13:00:00,Payments API,Chat,Medium,0,50,67,Business,0
T0010366,C00669,2026-02-17 06:00:00,Authentication,Email,Low,1,389,58,Free,0
T0010367,C00555,2026-01-11 20:00:00,Authentication,Web,High,2,691,64,Free,0
T0010368,C01091,2026-05-09 10:00:00,Analytics,Email,High,2,311,23,Free,0
T0010369,C01637,2026-05-22 16:00:00,Storage,Web,Medium,2,375,10,Starter,0
T0010370,C01449,2026-02-21 14:00:00,Analytics,Web,Medium,1,163,46,Starter,0
T0010371,C00115,2026-03-14 03:00:00,Storage,Email,Medium,0,755,46,Free,0
T0010372,C00433,2026-03-14 11:00:00,Payments API,Web,Medium,3,574,28,Starter,0
T0010373,C00495,2026-01-04 23:00:00,Messaging,Web,Low,0,554,42,Business,0
T0010374,C00452,2026-04-09 05:00:00,Storage,Phone,Medium,1,361,63,Business,0
T0010375,C00636,2026-03-24 12:00:00,Storage,Web,Low,1,203,18,Free,0
T0010376,C01093,2026-06-19 08:00:00,Authentication,Chat,Medium,1,746,61,Free,0
T0010377,C01332,2026-03-08 22:00:00,Analytics,Chat,High,1,252,67,Starter,0
T0010378,C01692,2026-05-23 23:00:00,Analytics,Web,Low,1,158,67,Business,0
T0010379,C01266,2026-03-12 07:00:00,Authentication,Web,Medium,5,256,24,Business,0
T0010380,C00538,2026-02-03 08:00:00,Storage,Chat,Low,1,540,40,Free,0
T0010381,C00332,2026-03-04 18:00:00,Analytics,Web,Low,3,352,33,Free,0
T0010382,C00679,2026-06-08 22:00:00,Storage,Email,Low,0,83,41,Free,0
T0010383,C01440,2026-02-16 03:00:00,Storage,Phone,Medium,3,36,36,Enterprise,0
T0010384,C01788,2026-06-02 01:00:00,Payments API,Chat,High,0,139,11,Starter,0
T0010385,C00707,2026-04-30 18:00:00,Storage,Email,Medium,0,841,29,Business,0
T0010386,C00318,2026-05-15 03:00:00,Authentication,Email,High,1,882,47,Starter,0
T0010387,C00009,2026-05-16 10:00:00,Messaging,Phone,Medium,0,579,61,Free,0
T0010388,C00139,2026-04-04 01:00:00,Analytics,Web,Low,1,637,69,Business,0
T0010389,C01147,2026-04-19 08:00:00,Analytics,Chat,Medium,0,743,45,Business,1
T0010390,C01062,2026-01-13 13:00:00,Authentication,Phone,Medium,2,485,62,Starter,0
T0010391,C01158,2026-05-06 19:00:00,Payments API,Email,Medium,1,615,42,Free,0
T0010392,C00044,2026-05-09 01:00:00,Messaging,Email,Medium,0,122,29,Starter,0
T0010393,C00787,2026-01-19 15:00:00,Messaging,Email,Low,1,92,42,Business,0
T0010394,C00325,2026-04-04 07:00:00,Payments API,Chat,Medium,1,41,20,Business,0
T0010395,C00606,2026-04-02 14:00:00,Analytics,Chat,Medium,1,778,21,Business,0
T0010396,C01120,2026-02-25 18:00:00,Authentication,Email,Urgent,0,255,27,Business,0
T0010397,C00497,2026-01-12 21:00:00,Messaging,Email,Medium,2,160,63,Starter,0
T0010398,C01188,2026-01-02 18:00:00,Analytics,Chat,Low,1,453,59,Enterprise,0
T0010399,C00521,2026-02-07 12:00:00,Storage,Email,High,2,88,32,Business,0
T0010400,C00919,2026-02-11 14:00:00,Authentication,Chat,Low,3,95,40,Starter,0
T0010401,C00827,2026-02-08 03:00:00,Authentication,Chat,Low,1,130,22,Starter,0
T0010402,C00691,2026-04-20 00:00:00,Payments API,Email,Medium,0,339,19,Free,0
T0010403,C00227,2026-03-17 19:00:00,Messaging,Email,Low,1,211,64,Free,0
T0010404,C01038,2026-01-21 05:00:00,Storage,Chat,Medium,1,255,44,Starter,0
T0010405,C01783,2026-01-16 02:00:00,Analytics,Web,Medium,0,898,33,Free,0
T0010406,C01159,2026-04-28 23:00:00,Authentication,Chat,Medium,0,832,26,Starter,0
T0010407,C01343,2026-06-18 05:00:00,Payments API,Chat,Medium,2,171,50,Starter,0
T0010408,C01447,2026-05-28 12:00:00,Analytics,Phone,Medium,0,571,44,Business,0
T0010409,C00069,2026-05-17 09:00:00,Payments API,Web,Urgent,0,231,26,Free,0
T0010410,C01427,2026-02-27 06:00:00,Messaging,Chat,Medium,1,511,27,Free,1
T0010411,C00437,2026-05-07 17:00:00,Storage,Web,Low,3,351,28,Free,0
T0010412,C01197,2026-01-15 18:00:00,Payments API,Chat,Medium,1,454,55,Free,0
T0010413,C01771,2026-01-31 20:00:00,Messaging,Chat,High,2,312,36,Starter,0
T0010414,C01610,2026-01-26 03:00:00,Authentication,Web,Medium,1,161,37,Starter,0
T0010415,C00746,2026-02-03 01:00:00,Messaging,Chat,Medium,1,87,69,Starter,0
T0010416,C01509,2026-03-06 10:00:00,Authentication,Web,Medium,0,360,40,Free,0
T0010417,C01114,2026-01-08 20:00:00,Storage,Email,Low,0,297,71,Enterprise,0
T0010418,C00240,2026-05-27 10:00:00,Payments API,Chat,Medium,0,560,5,Free,0
T0010419,C00432,2026-05-09 16:00:00,Payments API,Email,Medium,1,321,11,Business,0
T0010420,C01723,2026-04-25 04:00:00,Analytics,Web,Medium,0,762,67,Business,0
T0010421,C01648,2026-02-01 14:00:00,Messaging,Email,Medium,1,425,22,Business,0
T0010422,C01606,2026-06-06 05:00:00,Payments API,Chat,Medium,1,861,6,Free,0
T0010423,C00692,2026-01-02 03:00:00,Payments API,Web,Medium,3,454,12,Business,0
T0010424,C00578,2026-06-28 23:00:00,Messaging,Email,High,1,612,11,Starter,0
T0010425,C01451,2026-05-11 19:00:00,Authentication,Email,Medium,5,548,49,Business,0
T0010426,C00037,2026-02-06 11:00:00,Messaging,Chat,Urgent,1,685,9,Free,1
T0010427,C01616,2026-02-05 10:00:00,Analytics,Chat,Low,1,735,33,Free,0
T0010428,C01088,2026-05-06 01:00:00,Payments API,Email,Low,2,477,17,Business,0
T0010429,C01139,2026-05-26 11:00:00,Authentication,Email,Medium,0,549,39,Free,0
T0010430,C00790,2026-03-25 23:00:00,Payments API,Email,Medium,4,200,32,Starter,0
T0010431,C01763,2026-01-11 19:00:00,Authentication,Email,High,1,382,59,Free,0
T0010432,C01350,2026-03-30 19:00:00,Storage,Web,Medium,2,625,6,Free,1
T0010433,C00097,2026-03-28 07:00:00,Payments API,Chat,Low,3,858,16,Starter,0
T0010434,C00945,2026-02-28 14:00:00,Analytics,Chat,Medium,0,663,25,Starter,0
T0010435,C01548,2026-06-12 12:00:00,Storage,Email,Low,1,593,33,Business,0
T0010436,C00138,2026-03-03 15:00:00,Analytics,Phone,Medium,2,237,55,Starter,0
T0010437,C01327,2026-02-13 20:00:00,Analytics,Web,Medium,2,459,18,Starter,0
T0010438,C00441,2026-05-02 17:00:00,Messaging,Chat,Medium,1,805,50,Business,0
T0010439,C00912,2026-04-22 07:00:00,Payments API,Web,Medium,1,302,36,Business,0
T0010440,C01589,2026-04-22 17:00:00,Payments API,Chat,Medium,1,473,6,Free,0
T0010441,C00887,2026-04-01 17:00:00,Storage,Email,High,0,41,70,Starter,0
T0010442,C00068,2026-02-27 07:00:00,Storage,Chat,Low,2,626,59,Starter,0
T0010443,C00038,2026-02-16 08:00:00,Storage,Chat,Low,1,397,52,Starter,0
T0010444,C01327,2026-01-22 08:00:00,Payments API,Chat,Low,1,483,29,Starter,0
T0010445,C01676,2026-02-03 10:00:00,Authentication,Chat,Medium,3,153,57,Enterprise,1
T0010446,C00526,2026-04-15 02:00:00,Storage,Web,Low,0,532,59,Starter,0
T0010447,C01684,2026-03-15 02:00:00,Storage,Web,Medium,3,503,44,Free,0
T0010448,C00815,2026-05-14 02:00:00,Analytics,Web,Low,1,670,31,Free,0
T0010449,C00106,2026-05-25 18:00:00,Authentication,Chat,Low,0,842,11,Business,0
T0010450,C00956,2026-04-11 13:00:00,Payments API,Chat,Medium,3,226,66,Business,0
T0010451,C01753,2026-01-19 20:00:00,Payments API,Chat,High,0,772,17,Business,0
T0010452,C00451,2026-01-01 15:00:00,Analytics,Chat,Low,2,714,62,Free,0
T0010453,C01730,2026-02-11 02:00:00,Analytics,Web,Low,0,381,22,Starter,0
T0010454,C01174,2026-02-20 19:00:00,Storage,Email,Medium,0,326,24,Business,0
T0010455,C00713,2026-01-14 06:00:00,Payments API,Web,High,0,713,32,Business,1
T0010456,C01249,2026-05-21 03:00:00,Authentication,Email,Medium,0,515,44,Business,0
T0010457,C00722,2026-03-08 01:00:00,Authentication,Email,High,2,440,29,Starter,0
T0010458,C00154,2026-05-14 15:00:00,Payments API,Email,Low,0,557,33,Starter,0
T0010459,C01568,2026-02-07 14:00:00,Authentication,Web,Low,1,415,16,Free,0
T0010460,C00674,2026-01-02 20:00:00,Storage,Email,Medium,1,841,34,Business,0
T0010461,C01019,2026-01-25 15:00:00,Payments API,Chat,Medium,2,646,50,Free,1
T0010462,C01340,2026-03-26 15:00:00,Payments API,Chat,High,3,184,33,Starter,0
T0010463,C00150,2026-03-28 08:00:00,Payments API,Web,Low,2,650,33,Free,1
T0010464,C01299,2026-03-20 17:00:00,Payments API,Chat,Urgent,0,399,47,Business,0
T0010465,C00658,2026-06-22 16:00:00,Storage,Phone,Medium,1,321,52,Free,0
T0010466,C00981,2026-04-28 09:00:00,Payments API,Chat,Medium,3,122,31,Enterprise,0
T0010467,C00823,2026-05-12 17:00:00,Analytics,Chat,High,0,357,44,Free,0
T0010468,C01400,2026-01-23 11:00:00,Storage,Email,Medium,2,402,47,Starter,0
T0010469,C00338,2026-03-25 19:00:00,Storage,Chat,Medium,3,873,25,Business,0
T0010470,C00194,2026-04-22 20:00:00,Payments API,Web,Medium,2,662,23,Business,0
T0010471,C00740,2026-04-16 06:00:00,Analytics,Email,Low,4,596,57,Starter,0
T0010472,C00213,2026-06-20 10:00:00,Payments API,Phone,Low,2,306,64,Free,0
T0010473,C00437,2026-03-27 15:00:00,Payments API,Email,High,1,436,46,Free,0
T0010474,C01184,2026-03-08 21:00:00,Storage,Web,High,2,581,65,Free,0
T0010475,C01474,2026-06-19 23:00:00,Analytics,Web,Urgent,2,540,57,Starter,0
T0010476,C01249,2026-03-02 17:00:00,Messaging,Phone,Medium,3,674,50,Business,0
T0010477,C00572,2026-04-13 15:00:00,Payments API,Chat,Medium,0,599,55,Business,0
T0010478,C01467,2026-01-06 02:00:00,Analytics,Web,Low,0,507,42,Starter,0
T0010479,C00731,2026-01-30 19:00:00,Analytics,Email,Medium,0,374,9,Starter,0
T0010480,C00326,2026-01-11 07:00:00,Authentication,Chat,Medium,2,757,47,Starter,0
T0010481,C01362,2026-03-17 05:00:00,Storage,Web,Medium,3,116,43,Starter,0
T0010482,C00931,2026-06-17 16:00:00,Analytics,Email,Medium,3,85,29,Free,1
T0010483,C00668,2026-01-13 19:00:00,Messaging,Web,Low,2,474,57,Enterprise,0
T0010484,C01190,2026-06-25 14:00:00,Authentication,Chat,Medium,0,655,31,Starter,0
T0010485,C01305,2026-06-06 09:00:00,Messaging,Chat,Medium,1,724,27,Business,0
T0010486,C00403,2026-01-02 00:00:00,Analytics,Chat,High,0,776,38,Business,1
T0010487,C00212,2026-01-03 18:00:00,Authentication,Email,Medium,0,731,66,Starter,0
T0010488,C00931,2026-06-12 02:00:00,Messaging,Chat,Medium,3,690,24,Free,0
T0010489,C00093,2026-04-16 08:00:00,Authentication,Phone,Medium,2,789,35,Starter,0
T0010490,C01150,2026-02-01 07:00:00,Messaging,Email,Low,1,385,22,Business,0
T0010491,C00792,2026-06-21 16:00:00,Payments API,Email,Low,3,351,54,Starter,1
T0010492,C00387,2026-04-12 01:00:00,Analytics,Email,High,0,303,39,Business,0
T0010493,C01078,2026-04-25 08:00:00,Payments API,Chat,Low,1,302,13,Starter,0
T0010494,C00677,2026-05-03 01:00:00,Payments API,Web,Medium,1,182,48,Business,0
T0010495,C00700,2026-02-06 06:00:00,Payments API,Phone,Medium,0,210,70,Free,0
T0010496,C00390,2026-03-06 15:00:00,Analytics,Chat,Urgent,2,387,36,Business,0
T0010497,C01217,2026-01-24 03:00:00,Analytics,Email,Medium,1,613,10,Starter,1
T0010498,C01626,2026-04-06 05:00:00,Messaging,Email,Medium,3,291,17,Business,0
T0010499,C01114,2026-06-27 17:00:00,Authentication,Chat,Medium,3,512,40,Enterprise,0
T0010500,C00427,2026-04-23 22:00:00,Messaging,Chat,Low,0,591,28,Free,0
T0010501,C01501,2026-05-05 13:00:00,Storage,Phone,Medium,3,87,68,Starter,0
T0010502,C00218,2026-02-04 21:00:00,Messaging,Email,Low,1,202,51,Free,0
T0010503,C00522,2026-04-08 13:00:00,Authentication,Web,Medium,1,34,14,Starter,0
T0010504,C00064,2026-06-28 23:00:00,Storage,Chat,Low,1,34,57,Business,0
T0010505,C01528,2026-01-16 20:00:00,Analytics,Web,High,1,100,41,Starter,0
T0010506,C00081,2026-02-06 16:00:00,Storage,Web,Low,0,700,55,Starter,0
T0010507,C00984,2026-05-10 13:00:00,Payments API,Web,Low,3,842,52,Starter,1
T0010508,C00345,2026-01-02 20:00:00,Storage,Chat,Medium,3,687,48,Business,1
T0010509,C00382,2026-02-07 04:00:00,Analytics,Chat,Medium,1,37,40,Enterprise,0
T0010510,C01095,2026-06-19 23:00:00,Messaging,Email,Low,1,242,19,Starter,0
T0010511,C01447,2026-01-04 10:00:00,Analytics,Email,Urgent,2,701,28,Business,0
T0010512,C00032,2026-03-19 05:00:00,Analytics,Chat,Low,1,590,31,Enterprise,0
T0010513,C00286,2026-03-01 09:00:00,Analytics,Phone,Medium,2,350,17,Starter,0
T0010514,C00517,2026-03-13 18:00:00,Messaging,Chat,Medium,4,723,41,Starter,0
T0010515,C01699,2026-02-16 10:00:00,Payments API,Chat,Low,0,102,8,Enterprise,0
T0010516,C00105,2026-02-19 14:00:00,Payments API,Email,Low,4,340,69,Business,0
T0010517,C00322,2026-05-17 22:00:00,Storage,Web,Medium,2,496,17,Starter,1
T0010518,C00727,2026-01-05 15:00:00,Payments API,Email,High,2,492,15,Free,1
T0010519,C00587,2026-01-24 07:00:00,Messaging,Email,Medium,0,515,57,Free,0
T0010520,C00088,2026-02-17 14:00:00,Analytics,Email,Medium,0,273,44,Starter,0
T0010521,C00973,2026-05-29 18:00:00,Analytics,Web,Low,1,832,7,Free,0
T0010522,C01094,2026-03-12 19:00:00,Analytics,Chat,Medium,3,282,30,Free,0
T0010523,C00319,2026-01-07 06:00:00,Analytics,Phone,Medium,3,530,59,Free,0
T0010524,C01240,2026-04-04 15:00:00,Messaging,Chat,Medium,1,381,31,Free,0
T0010525,C00103,2026-04-23 22:00:00,Storage,Web,Medium,1,530,47,Free,0
T0010526,C01317,2026-03-24 09:00:00,Analytics,Web,High,1,526,54,Starter,0
T0010527,C00467,2026-01-16 22:00:00,Payments API,Web,High,2,506,66,Starter,0
T0010528,C00404,2026-06-08 05:00:00,Payments API,Email,Medium,0,677,48,Free,1
T0010529,C00354,2026-06-04 11:00:00,Messaging,Email,High,0,628,45,Starter,0
T0010530,C01564,2026-06-14 00:00:00,Storage,Email,Medium,1,308,39,Business,0
T0010531,C00904,2026-06-23 12:00:00,Payments API,Chat,Low,0,718,37,Starter,0
T0010532,C01243,2026-02-27 02:00:00,Authentication,Email,Medium,1,417,7,Starter,0
T0010533,C00368,2026-03-17 21:00:00,Analytics,Web,Medium,2,111,22,Starter,1
T0010534,C00102,2026-06-22 17:00:00,Analytics,Chat,High,0,867,9,Starter,0
T0010535,C00069,2026-03-22 22:00:00,Storage,Phone,High,0,150,20,Free,0
T0010536,C00794,2026-06-05 16:00:00,Analytics,Web,Medium,0,829,39,Free,1
T0010537,C00588,2026-04-27 14:00:00,Analytics,Web,Medium,3,83,62,Starter,0
T0010538,C01382,2026-06-16 23:00:00,Payments API,Web,Low,0,126,61,Free,0
T0010539,C01420,2026-01-02 20:00:00,Storage,Email,Medium,1,861,6,Enterprise,0
T0010540,C00560,2026-05-08 03:00:00,Storage,Email,Medium,0,678,37,Starter,0
T0010541,C00781,2026-05-25 03:00:00,Storage,Chat,Medium,1,536,26,Free,0
T0010542,C00687,2026-02-05 16:00:00,Analytics,Phone,Low,0,569,41,Starter,0
T0010543,C01216,2026-05-13 08:00:00,Payments API,Email,Medium,2,881,9,Starter,0
T0010544,C01134,2026-02-05 03:00:00,Storage,Chat,Low,0,572,71,Business,0
T0010545,C01172,2026-06-12 20:00:00,Messaging,Web,Medium,0,161,21,Business,0
T0010546,C00100,2026-06-13 13:00:00,Analytics,Chat,Low,0,580,19,Enterprise,0
T0010547,C00609,2026-01-01 16:00:00,Payments API,Phone,High,1,667,50,Business,0
T0010548,C01741,2026-04-02 06:00:00,Messaging,Phone,High,0,410,39,Free,0
T0010549,C00616,2026-03-10 20:00:00,Storage,Email,Medium,0,301,35,Business,0
T0010550,C00315,2026-06-10 06:00:00,Payments API,Chat,Low,1,745,55,Starter,0
T0010551,C00360,2026-02-27 15:00:00,Authentication,Email,Medium,1,188,9,Starter,0
T0010552,C00049,2026-05-10 16:00:00,Authentication,Chat,Low,0,597,68,Starter,0
T0010553,C01406,2026-01-22 00:00:00,Authentication,Web,Low,2,731,7,Free,0
T0010554,C00010,2026-02-08 06:00:00,Analytics,Email,Medium,0,654,59,Starter,0
T0010555,C01074,2026-06-27 08:00:00,Analytics,Phone,Medium,2,174,42,Enterprise,0
T0010556,C00720,2026-03-11 06:00:00,Analytics,Phone,High,1,750,39,Enterprise,1
T0010557,C00171,2026-05-18 20:00:00,Storage,Web,High,1,551,37,Free,0
T0010558,C01592,2026-06-24 05:00:00,Storage,Chat,High,0,405,47,Free,0
T0010559,C01336,2026-06-23 17:00:00,Payments API,Email,Low,1,192,14,Business,0
T0010560,C01476,2026-01-04 12:00:00,Messaging,Chat,Medium,4,131,58,Starter,0
T0010561,C01686,2026-02-11 21:00:00,Authentication,Email,Low,3,323,40,Free,0
