ticket_id,customer_id,created_date,product,channel,priority,customer_plan,previous_tickets_30d,message_length,agent_experience_months,monthly_spend,months_active,sla_breach,breach_probability,priority_score,recommended_action,risk_reasons
T0013356,C00943,2026-02-02,Storage,Chat,Low,Free,1,755,36,25.53,42,0,0.28336587173953126,28.336587173953127,NORMAL QUEUE,Long customer message
T0013357,C01480,2026-02-15,Payments API,Chat,Low,Starter,4,272,22,91.22,25,0,0.565414788704056,59.541478870405605,PRIORITIZE,Frequent recent contact • Payments product
T0013358,C01384,2026-01-29,Storage,Phone,Low,Enterprise,2,574,64,39.53,4,0,0.25984172454389415,37.984172454389416,NORMAL QUEUE,Phone support • Enterprise customer
T0013359,C00944,2026-02-10,Messaging,Web,Medium,Starter,0,249,63,78.04,37,0,0.30611034082935545,43.61103408293555,NORMAL QUEUE,No major risk drivers
T0013360,C00669,2026-06-18,Messaging,Email,Medium,Free,2,89,64,93.41,30,0,0.38654161704656265,48.65416170465627,MONITOR,No major risk drivers
T0013361,C00671,2026-03-06,Analytics,Chat,Medium,Free,0,440,45,30.72,43,0,0.32783112824111116,42.783112824111114,NORMAL QUEUE,No major risk drivers
T0013362,C01169,2026-05-23,Payments API,Email,Medium,Business,0,450,67,80.16,27,0,0.3886199122295102,55.86199122295102,MONITOR,Payments product
T0013363,C01504,2026-03-12,Analytics,Chat,Medium,Starter,1,324,7,47.93,25,0,0.49054933340556217,62.05493334055622,MONITOR,Less-experienced agent
T0013364,C00139,2026-05-29,Authentication,Chat,High,Business,1,544,63,30.63,34,0,0.5181006445577324,78.81006445577324,MONITOR,High priority
T0013365,C01384,2026-05-16,Analytics,Phone,Medium,Enterprise,2,342,6,39.53,4,0,0.5430381881581405,76.30381881581405,MONITOR,Phone support • Less-experienced agent • Enterprise customer
T0013366,C00866,2026-06-01,Payments API,Chat,Medium,Business,0,758,23,121.42,9,0,0.5196465399274263,68.96465399274263,MONITOR,Long customer message • Payments product
T0013367,C00262,2026-02-21,Payments API,Web,Low,Business,1,707,41,65.25,46,0,0.4065598068960156,47.65598068960156,MONITOR,Long customer message • Payments product
T0013368,C00174,2026-01-18,Messaging,Chat,High,Enterprise,2,868,30,14.62,12,0,0.611894968314758,93.1894968314758,PRIORITIZE,High priority • Long customer message • Enterprise customer
T0013369,C00607,2026-02-25,Messaging,Chat,Low,Business,1,435,5,61.08,40,0,0.376142130337013,44.6142130337013,MONITOR,Less-experienced agent
T0013370,C00447,2026-05-07,Payments API,Email,High,Enterprise,1,409,50,66.23,11,0,0.6454680810665446,96.54680810665447,PRIORITIZE,High priority • Payments product • Enterprise customer
T0013371,C00188,2026-04-28,Messaging,Email,Medium,Free,1,498,34,34.93,8,0,0.47343667581447596,57.3436675814476,MONITOR,No major risk drivers
T0013372,C00529,2026-05-07,Storage,Web,Low,Business,0,240,18,56.6,24,0,0.2990616411362219,36.90616411362219,NORMAL QUEUE,No major risk drivers
T0013373,C01501,2026-06-28,Storage,Web,Low,Starter,0,621,3,130.16,6,0,0.4315092198894268,46.150921988942684,MONITOR,Long customer message • Less-experienced agent
T0013374,C01292,2026-02-10,Payments API,Chat,Urgent,Starter,0,461,55,79.67,43,0,0.7509018954240747,108.09018954240747,ESCALATE,Urgent priority • Payments product
T0013375,C00377,2026-03-21,Authentication,Chat,Medium,Enterprise,1,208,45,55.18,30,0,0.35987242415957454,57.98724241595745,MONITOR,Enterprise customer
T0013376,C01214,2026-03-30,Payments API,Email,Medium,Starter,3,214,48,87.2,1,0,0.596685803458313,72.6685803458313,PRIORITIZE,Payments product
T0013377,C00814,2026-01-27,Payments API,Chat,High,Starter,1,599,57,195.87,13,0,0.6677318798658474,89.77318798658473,PRIORITIZE,High priority • Payments product
T0013378,C01345,2026-04-30,Storage,Web,Medium,Enterprise,2,268,42,31.83,37,0,0.32794754067357146,54.79475406735715,NORMAL QUEUE,Enterprise customer
T0013379,C00446,2026-01-09,Storage,Email,High,Business,2,645,6,47.42,17,0,0.6977179816269452,96.77179816269452,PRIORITIZE,High priority • Long customer message • Less-experienced agent
T0013380,C00112,2026-06-11,Analytics,Email,High,Free,0,157,70,35.13,15,0,0.4935648370366112,69.35648370366113,MONITOR,High priority
T0013381,C00564,2026-01-16,Authentication,Web,Medium,Starter,2,692,34,58.71,17,0,0.5637771999430563,69.37771999430564,PRIORITIZE,Long customer message
T0013382,C01790,2026-01-20,Payments API,Chat,Low,Free,1,590,51,126.92,5,0,0.4185734864739694,41.85734864739694,MONITOR,Payments product
T0013383,C01001,2026-02-01,Storage,Email,High,Free,0,646,17,55.45,1,0,0.6469699992894716,84.69699992894716,PRIORITIZE,High priority • Long customer message
T0013384,C00098,2026-06-10,Authentication,Chat,Medium,Free,0,635,7,60.88,18,0,0.5345714684319564,63.45714684319564,MONITOR,Long customer message • Less-experienced agent
T0013385,C01756,2026-06-05,Analytics,Web,Medium,Starter,4,490,36,29.77,36,0,0.5417186260559609,67.17186260559609,MONITOR,Frequent recent contact
T0013386,C01487,2026-06-16,Storage,Phone,Medium,Enterprise,3,349,5,52.87,5,0,0.5244200083065318,74.44200083065317,MONITOR,Phone support • Less-experienced agent • Enterprise customer
T0013387,C00979,2026-05-30,Payments API,Web,Low,Starter,1,532,22,34.4,30,0,0.49034038993861484,52.034038993861486,MONITOR,Payments product
T0013388,C01333,2026-06-16,Analytics,Chat,Low,Starter,1,37,61,83.94,9,0,0.27016916749888004,30.016916749888004,NORMAL QUEUE,No major risk drivers
T0013389,C00333,2026-03-26,Messaging,Web,Medium,Starter,1,697,36,60.59,38,0,0.4410548774220777,57.10548774220777,MONITOR,Long customer message
T0013390,C01066,2026-01-01,Authentication,Chat,Medium,Enterprise,1,555,25,69.37,14,1,0.46230912770368904,68.2309127703689,MONITOR,Enterprise customer
T0013391,C01644,2026-03-20,Messaging,Chat,Medium,Free,1,553,5,57.94,16,0,0.5113694218442516,61.13694218442516,MONITOR,Less-experienced agent
T0013392,C00790,2026-02-09,Analytics,Email,Medium,Starter,1,234,18,36.5,19,0,0.5085680317768517,63.85680317768517,MONITOR,No major risk drivers
T0013393,C00071,2026-02-14,Messaging,Email,High,Free,0,898,64,123.13,18,0,0.5728232017879715,77.28232017879715,PRIORITIZE,High priority • Long customer message
T0013394,C01363,2026-05-05,Authentication,Chat,Low,Starter,1,129,41,19.85,2,0,0.359530877180291,38.953087718029096,MONITOR,No major risk drivers
T0013395,C01315,2026-01-31,Payments API,Phone,Medium,Free,1,601,34,51.16,47,0,0.5309264699156904,63.09264699156904,MONITOR,Long customer message • Payments product • Phone support
T0013396,C01332,2026-02-27,Analytics,Chat,Low,Starter,1,459,49,49.41,27,0,0.3014824981264273,33.14824981264273,NORMAL QUEUE,No major risk drivers
T0013397,C01168,2026-03-12,Analytics,Phone,High,Starter,1,295,68,28.8,11,0,0.5366931316406288,76.66931316406288,MONITOR,High priority • Phone support
T0013398,C00247,2026-01-11,Authentication,Email,Low,Starter,1,315,41,52.65,38,0,0.40155756929346337,43.15575692934634,MONITOR,No major risk drivers
T0013399,C00207,2026-05-07,Authentication,Email,Medium,Free,0,400,22,38.34,1,0,0.5373198152052898,63.73198152052898,MONITOR,No major risk drivers
T0013400,C01427,2026-05-18,Authentication,Phone,High,Free,1,359,52,64.53,24,0,0.63526147500338,83.526147500338,PRIORITIZE,High priority • Phone support
T0013401,C01540,2026-04-11,Payments API,Chat,Medium,Starter,0,692,11,59.59,18,0,0.5560450586672963,68.60450586672962,PRIORITIZE,Long customer message • Payments product • Less-experienced agent
T0013402,C00142,2026-01-06,Storage,Chat,Low,Starter,2,699,35,33.37,36,0,0.31967389940185387,34.967389940185384,NORMAL QUEUE,Long customer message
T0013403,C01046,2026-05-22,Messaging,Email,High,Starter,1,534,19,78.91,19,0,0.6996954475903652,92.96954475903652,PRIORITIZE,High priority
T0013404,C00901,2026-03-22,Messaging,Web,Low,Starter,0,796,63,24.1,36,0,0.26171916366647546,29.171916366647547,NORMAL QUEUE,Long customer message
T0013405,C00631,2026-02-17,Analytics,Email,Medium,Business,0,387,56,69.03,10,0,0.354815124233307,52.4815124233307,MONITOR,No major risk drivers
T0013406,C01162,2026-06-20,Messaging,Phone,Low,Starter,3,759,49,23.04,1,0,0.43334128993034066,46.334128993034064,MONITOR,Long customer message • Phone support
T0013407,C01646,2026-06-04,Analytics,Email,Medium,Starter,0,509,50,28.12,46,0,0.3648943289302451,49.48943289302451,MONITOR,No major risk drivers
T0013408,C01480,2026-03-21,Authentication,Email,Low,Starter,1,537,37,91.22,25,0,0.45240431877479076,48.240431877479075,MONITOR,No major risk drivers
T0013409,C00276,2026-03-21,Analytics,Web,High,Starter,0,770,12,68.63,36,0,0.680472489968887,91.0472489968887,PRIORITIZE,High priority • Long customer message • Less-experienced agent
T0013410,C00834,2026-06-14,Analytics,Chat,Medium,Starter,0,155,57,26.01,45,0,0.2762902880140568,40.62902880140568,NORMAL QUEUE,No major risk drivers
T0013411,C01685,2026-02-04,Messaging,Email,Medium,Free,0,845,43,46.07,34,0,0.4115354457474718,51.15354457474718,MONITOR,Long customer message
T0013412,C00427,2026-03-15,Analytics,Chat,High,Free,2,344,3,23.3,21,0,0.7101866356077363,91.01866356077363,PRIORITIZE,High priority • Less-experienced agent
T0013413,C01538,2026-04-13,Messaging,Email,Medium,Business,2,713,70,30.6,8,0,0.3801716387318642,55.01716387318642,MONITOR,Long customer message
T0013414,C00884,2026-03-04,Authentication,Email,Medium,Starter,1,429,69,65.54,35,0,0.4038209371877287,53.38209371877287,MONITOR,No major risk drivers
T0013415,C00939,2026-02-26,Storage,Email,Medium,Business,1,538,68,83.12,15,0,0.3074517745995978,47.745177459959784,NORMAL QUEUE,No major risk drivers
T0013416,C00451,2026-01-20,Payments API,Chat,Medium,Free,4,509,24,59.41,14,0,0.6484375965725668,74.84375965725668,PRIORITIZE,Frequent recent contact • Payments product
T0013417,C01655,2026-02-18,Storage,Email,Medium,Enterprise,2,503,13,12.01,47,0,0.43066905325796595,65.0669053257966,MONITOR,Enterprise customer
T0013418,C00952,2026-03-06,Payments API,Web,High,Free,0,160,9,54.41,28,0,0.7237458769812788,92.37458769812788,PRIORITIZE,High priority • Payments product • Less-experienced agent
T0013419,C01035,2026-05-31,Authentication,Web,Low,Starter,0,369,56,41.66,32,0,0.3139560181402057,34.395601814020566,NORMAL QUEUE,No major risk drivers
T0013420,C00833,2026-03-02,Analytics,Email,Medium,Starter,0,290,26,67.07,15,0,0.4641167350438442,59.411673504384424,MONITOR,No major risk drivers
T0013421,C00161,2026-01-30,Messaging,Chat,Medium,Free,0,275,58,87.05,27,0,0.2995686134383857,39.95686134383857,NORMAL QUEUE,No major risk drivers
T0013422,C01405,2026-06-02,Payments API,Chat,High,Free,5,760,52,63.77,4,1,0.7792443259034912,97.92443259034913,ESCALATE,High priority • Frequent recent contact • Long customer message • Payments product
T0013423,C00592,2026-03-05,Analytics,Web,Low,Starter,2,261,58,118.67,17,1,0.35800222481516897,38.8002224815169,MONITOR,No major risk drivers
T0013424,C00433,2026-06-15,Analytics,Chat,Low,Starter,2,889,12,63.87,7,0,0.49561984296223066,52.561984296223066,MONITOR,Long customer message • Less-experienced agent
T0013425,C01408,2026-01-20,Storage,Web,High,Free,1,114,54,29.4,35,0,0.47651631715123655,67.65163171512366,MONITOR,High priority
T0013426,C00360,2026-01-04,Authentication,Email,Urgent,Starter,0,228,25,46.56,37,0,0.8176213667066689,114.76213667066689,ESCALATE,Urgent priority
T0013427,C01229,2026-06-15,Payments API,Chat,Medium,Enterprise,0,180,15,33.43,32,0,0.4355588290443757,65.55588290443757,MONITOR,Payments product • Enterprise customer
T0013428,C00854,2026-01-18,Messaging,Email,Medium,Business,0,685,21,15.12,33,0,0.4291638621673945,59.91638621673945,MONITOR,Long customer message
T0013429,C01440,2026-01-02,Analytics,Phone,Low,Enterprise,1,53,48,19.18,12,0,0.280889025351054,40.0889025351054,NORMAL QUEUE,Phone support • Enterprise customer
T0013430,C00091,2026-04-26,Analytics,Chat,High,Free,4,266,3,21.61,28,0,0.7571673689992293,95.71673689992294,ESCALATE,High priority • Frequent recent contact • Less-experienced agent
T0013431,C01395,2026-02-27,Authentication,Chat,Medium,Business,0,108,12,24.76,38,0,0.4217236542914501,59.17236542914501,MONITOR,Less-experienced agent
T0013432,C00413,2026-03-29,Messaging,Chat,Medium,Free,1,154,13,29.95,30,1,0.4374313280406196,53.743132804061965,MONITOR,No major risk drivers
T0013433,C01568,2026-03-15,Storage,Email,High,Free,1,361,63,80.77,28,1,0.5055082824120213,70.55082824120213,MONITOR,High priority
T0013434,C00637,2026-02-23,Payments API,Email,High,Starter,1,155,37,54.64,3,0,0.7150567946829032,94.50567946829031,PRIORITIZE,High priority • Payments product
T0013435,C00013,2026-03-28,Storage,Email,Low,Starter,1,573,19,277.61,12,0,0.4716408426145547,50.16408426145547,MONITOR,No major risk drivers
T0013436,C00878,2026-02-16,Storage,Web,Low,Starter,2,760,9,93.8,22,0,0.4677788533801046,49.777885338010464,MONITOR,Long customer message • Less-experienced agent
T0013437,C00099,2026-02-10,Analytics,Chat,Low,Free,2,860,3,28.51,33,0,0.48689812190164394,48.689812190164396,MONITOR,Long customer message • Less-experienced agent
T0013438,C00485,2026-02-10,Authentication,Email,High,Free,1,429,64,26.47,42,0,0.5856711236716747,78.56711236716748,PRIORITIZE,High priority
T0013439,C01291,2026-01-22,Analytics,Chat,Medium,Starter,1,690,20,62.79,43,1,0.46170605052958025,59.170605052958024,MONITOR,Long customer message
T0013440,C01010,2026-04-05,Authentication,Chat,Medium,Starter,3,579,10,13.68,12,0,0.6186365943722182,74.86365943722183,PRIORITIZE,Less-experienced agent
T0013441,C01276,2026-04-09,Messaging,Chat,Medium,Starter,0,107,71,20.1,14,0,0.25079747434176825,38.079747434176824,NORMAL QUEUE,No major risk drivers
T0013442,C01582,2026-01-04,Messaging,Chat,Medium,Starter,0,801,10,22.17,43,0,0.43855207073550684,56.85520707355069,MONITOR,Long customer message • Less-experienced agent
T0013443,C00843,2026-03-24,Authentication,Web,Medium,Starter,1,677,18,87.78,36,0,0.56742424509827,69.742424509827,PRIORITIZE,Long customer message
T0013444,C00979,2026-05-13,Authentication,Chat,High,Starter,1,549,24,34.4,30,0,0.6702354880518611,90.02354880518611,PRIORITIZE,High priority
T0013445,C00105,2026-01-01,Authentication,Chat,Medium,Business,1,663,56,22.09,38,0,0.35945096984845126,52.94509698484513,MONITOR,Long customer message
T0013446,C00517,2026-02-24,Authentication,Web,High,Starter,1,31,45,80.68,26,1,0.6296640510597674,85.96640510597675,PRIORITIZE,High priority
T0013447,C01304,2026-06-22,Payments API,Web,Low,Free,1,388,47,96.16,4,0,0.4468881463106347,44.68881463106347,MONITOR,Payments product
T0013448,C00112,2026-03-18,Analytics,Chat,Medium,Free,2,564,53,35.13,15,0,0.40584868213770003,50.58486821377,MONITOR,No major risk drivers
T0013449,C00647,2026-01-03,Messaging,Email,Low,Free,0,512,39,28.41,44,0,0.3183317184902141,31.833171849021408,NORMAL QUEUE,No major risk drivers
T0013450,C00246,2026-04-05,Storage,Email,Low,Business,1,89,16,59.27,12,0,0.3543098070813676,42.43098070813676,MONITOR,No major risk drivers
T0013451,C01544,2026-03-15,Storage,Chat,Medium,Free,0,579,11,63.92,35,0,0.39466360251651433,49.46636025165143,MONITOR,Less-experienced agent
T0013452,C01011,2026-02-08,Storage,Web,Low,Starter,1,425,16,139.66,3,0,0.41976582030597315,44.976582030597314,MONITOR,No major risk drivers
T0013453,C01161,2026-01-14,Messaging,Web,Medium,Free,1,889,12,146.95,15,0,0.5782460823088946,67.82460823088945,PRIORITIZE,Long customer message • Less-experienced agent
T0013454,C01231,2026-06-09,Authentication,Email,Low,Free,2,703,20,125.32,40,0,0.550128455051026,55.012845505102604,PRIORITIZE,Long customer message
T0013455,C00404,2026-05-27,Messaging,Email,Urgent,Free,1,304,32,31.85,31,0,0.7925948184767811,109.25948184767812,ESCALATE,Urgent priority
T0013456,C00090,2026-05-03,Storage,Chat,Low,Starter,2,758,64,45.66,5,0,0.27481276355342926,30.481276355342928,NORMAL QUEUE,Long customer message
T0013457,C00716,2026-01-04,Analytics,Chat,Medium,Free,0,583,33,55.31,16,0,0.4027576134697517,50.27576134697517,MONITOR,No major risk drivers
T0013458,C00334,2026-06-06,Payments API,Web,High,Business,5,394,35,50.75,30,1,0.7836316454442304,105.36316454442304,ESCALATE,High priority • Frequent recent contact • Payments product
T0013459,C00580,2026-03-27,Analytics,Web,Urgent,Starter,1,540,22,270.11,25,1,0.8612857135616353,119.12857135616353,ESCALATE,Urgent priority
T0013460,C00575,2026-03-27,Authentication,Email,Medium,Business,1,540,58,16.3,5,0,0.4278993447634258,59.78993447634258,MONITOR,No major risk drivers
T0013461,C01408,2026-06-07,Messaging,Web,Medium,Free,1,276,68,29.4,35,0,0.3148084801974934,41.480848019749345,NORMAL QUEUE,No major risk drivers
T0013462,C00576,2026-03-19,Authentication,Chat,Medium,Starter,1,710,62,52.96,7,0,0.4111307138129639,54.11307138129639,MONITOR,Long customer message
T0013463,C00273,2026-02-12,Storage,Chat,Medium,Free,2,213,70,32.76,30,0,0.2692729344868045,36.92729344868045,NORMAL QUEUE,No major risk drivers
T0013464,C01726,2026-02-12,Analytics,Chat,High,Free,0,288,48,84.23,22,0,0.5236064218887359,72.36064218887358,MONITOR,High priority
T0013465,C00089,2026-06-16,Authentication,Web,Medium,Free,3,460,39,11.89,36,0,0.5370797681422085,63.70797681422085,MONITOR,No major risk drivers
T0013466,C00367,2026-04-09,Storage,Email,Medium,Business,3,531,34,46.71,26,0,0.4546800219906472,62.46800219906472,MONITOR,No major risk drivers
T0013467,C00626,2026-04-15,Payments API,Email,High,Starter,5,891,38,16.5,34,1,0.8208801117032944,105.08801117032945,ESCALATE,High priority • Frequent recent contact • Long customer message • Payments product
T0013468,C00113,2026-04-17,Storage,Email,Low,Starter,1,221,67,52.1,28,0,0.23988307972765802,26.988307972765803,NORMAL QUEUE,No major risk drivers
T0013469,C01619,2026-02-09,Payments API,Web,Medium,Enterprise,2,758,48,30.1,7,0,0.5045262720643433,72.45262720643433,MONITOR,Long customer message • Payments product • Enterprise customer
T0013470,C00636,2026-03-17,Storage,Web,Low,Free,0,218,13,15.2,5,0,0.3439926127087902,34.39926127087902,NORMAL QUEUE,No major risk drivers
T0013471,C01409,2026-06-21,Analytics,Email,Medium,Business,2,861,33,55.77,17,0,0.5169410272038725,68.69410272038725,MONITOR,Long customer message
T0013472,C00242,2026-01-27,Messaging,Email,Medium,Business,0,250,15,31.66,16,1,0.4399041983167724,60.990419831677244,MONITOR,No major risk drivers
T0013473,C00939,2026-06-21,Messaging,Email,Medium,Business,2,770,57,83.12,15,0,0.4324855055505701,60.24855055505701,MONITOR,Long customer message
T0013474,C00228,2026-02-19,Analytics,Web,Low,Starter,0,442,37,26.82,22,0,0.3331252373089916,36.31252373089916,NORMAL QUEUE,No major risk drivers
T0013475,C00417,2026-02-23,Authentication,Chat,High,Free,2,536,24,20.27,4,0,0.7184773186475579,91.84773186475579,PRIORITIZE,High priority
T0013476,C00734,2026-01-03,Messaging,Web,Low,Starter,3,112,20,75.94,8,1,0.4819744599621454,51.19744599621454,MONITOR,No major risk drivers
T0013477,C01553,2026-04-30,Storage,Web,Medium,Starter,1,77,59,33.5,45,0,0.27924845483984506,40.924845483984505,NORMAL QUEUE,No major risk drivers
T0013478,C00552,2026-02-27,Payments API,Web,Low,Free,0,689,58,103.46,25,0,0.38044148768429753,38.04414876842975,MONITOR,Long customer message • Payments product
T0013479,C01359,2026-03-24,Authentication,Chat,Urgent,Starter,2,286,18,72.73,28,1,0.8501855542897205,118.01855542897205,ESCALATE,Urgent priority
T0013480,C00166,2026-04-15,Storage,Web,Medium,Starter,2,305,24,12.82,21,1,0.44194271076900615,57.19427107690061,MONITOR,No major risk drivers
T0013481,C00453,2026-04-25,Authentication,Chat,High,Business,0,406,69,33.71,1,0,0.48617451141355134,75.61745114135513,MONITOR,High priority
T0013482,C01088,2026-06-22,Payments API,Web,Medium,Business,0,732,63,29.02,44,0,0.37116163398641683,54.11616339864168,MONITOR,Long customer message • Payments product
T0013483,C00843,2026-04-11,Payments API,Chat,Medium,Starter,5,395,6,87.78,36,1,0.7111373572058388,84.11373572058388,PRIORITIZE,Frequent recent contact • Payments product • Less-experienced agent
T0013484,C00904,2026-02-02,Storage,Phone,Low,Starter,0,131,55,23.21,40,0,0.21527130324385396,24.527130324385396,NORMAL QUEUE,Phone support
T0013485,C01221,2026-05-07,Authentication,Chat,Medium,Free,0,849,56,41.21,14,1,0.3941565087403278,49.41565087403278,MONITOR,Long customer message
T0013486,C00139,2026-01-10,Messaging,Web,High,Business,3,626,53,30.63,34,0,0.6034214245738225,87.34214245738225,PRIORITIZE,High priority • Long customer message
T0013487,C01252,2026-06-01,Storage,Chat,Medium,Free,0,358,41,37.5,20,0,0.3014432615400536,40.144326154005356,NORMAL QUEUE,No major risk drivers
T0013488,C01553,2026-02-23,Payments API,Phone,Low,Starter,0,848,41,33.5,45,0,0.4099425904191348,43.99425904191348,MONITOR,Long customer message • Payments product • Phone support
T0013489,C01380,2026-05-11,Authentication,Email,Medium,Starter,0,639,49,101.77,5,0,0.48344580736623244,61.34458073662324,MONITOR,Long customer message
T0013490,C00513,2026-01-29,Payments API,Chat,Medium,Free,1,811,67,33.25,2,0,0.4327647609446839,53.27647609446839,MONITOR,Long customer message • Payments product
T0013491,C00632,2026-03-15,Storage,Email,Medium,Business,0,534,32,92.76,47,0,0.35064350544030004,52.064350544030006,MONITOR,No major risk drivers
T0013492,C01731,2026-05-06,Authentication,Web,Medium,Enterprise,1,814,64,53.12,38,0,0.37029051695541365,59.02905169554136,MONITOR,Long customer message • Enterprise customer
T0013493,C01422,2026-04-22,Storage,Web,Medium,Starter,0,345,5,67.2,4,0,0.4646522486424809,59.465224864248086,MONITOR,Less-experienced agent
T0013494,C01677,2026-01-02,Analytics,Web,High,Business,3,236,19,47.93,20,0,0.705111607776568,97.5111607776568,PRIORITIZE,High priority
T0013495,C01645,2026-01-07,Payments API,Chat,Medium,Free,0,600,66,76.42,10,0,0.39220639101606397,49.220639101606395,MONITOR,Long customer message • Payments product
T0013496,C00782,2026-06-26,Storage,Web,Medium,Business,3,472,3,66.65,17,0,0.5448115552504591,71.4811555250459,MONITOR,Less-experienced agent
T0013497,C00233,2026-04-06,Messaging,Chat,Medium,Enterprise,3,315,6,18.46,14,0,0.5015023162152807,72.15023162152806,MONITOR,Less-experienced agent • Enterprise customer
T0013498,C00412,2026-06-04,Payments API,Email,High,Starter,0,874,62,27.66,35,0,0.62192391930364,85.192391930364,PRIORITIZE,High priority • Long customer message • Payments product
T0013499,C00530,2026-01-14,Messaging,Web,Low,Starter,2,663,45,70.34,32,0,0.38159543331347706,41.159543331347706,MONITOR,Long customer message
T0013500,C01503,2026-03-30,Authentication,Chat,Low,Starter,3,124,4,35.9,13,0,0.5389092638593949,56.89092638593949,MONITOR,Less-experienced agent
T0013501,C00498,2026-04-14,Payments API,Email,Medium,Starter,2,150,13,87.53,12,0,0.6520240220120819,78.20240220120819,PRIORITIZE,Payments product
T0013502,C00651,2026-06-15,Analytics,Web,Medium,Starter,0,772,47,35.5,20,0,0.39927108216270324,52.92710821627033,MONITOR,Long customer message
T0013503,C01533,2026-05-08,Messaging,Email,Low,Starter,1,627,13,22.91,23,0,0.4535226989859826,48.35226989859826,MONITOR,Long customer message
T0013504,C00295,2026-04-24,Payments API,Web,High,Business,0,593,60,20.16,44,0,0.5514867486596735,82.14867486596735,PRIORITIZE,High priority • Payments product
T0013505,C01195,2026-02-22,Analytics,Chat,Low,Business,1,66,4,73.01,22,0,0.3881051513797881,45.81051513797881,MONITOR,Less-experienced agent
T0013506,C00993,2026-06-28,Analytics,Chat,Medium,Business,3,282,3,72.77,4,1,0.5694439752376209,73.94439752376209,PRIORITIZE,Less-experienced agent
T0013507,C01773,2026-02-28,Messaging,Email,Medium,Starter,3,476,4,41.56,46,0,0.6024354859705827,73.24354859705826,PRIORITIZE,Less-experienced agent
T0013508,C00881,2026-02-20,Storage,Web,Medium,Starter,1,234,19,38.9,16,0,0.4295736329762084,55.95736329762084,MONITOR,No major risk drivers
T0013509,C00939,2026-05-11,Messaging,Web,Medium,Business,0,789,66,83.12,15,0,0.32227999815053554,49.22799981505355,NORMAL QUEUE,Long customer message
T0013510,C01531,2026-06-29,Messaging,Web,Low,Starter,1,876,58,89.8,26,0,0.33461392865266815,36.461392865266816,NORMAL QUEUE,Long customer message
T0013511,C01786,2026-06-04,Payments API,Chat,High,Business,0,157,16,40.44,23,0,0.6445486609491959,91.4548660949196,PRIORITIZE,High priority • Payments product
T0013512,C01313,2026-02-02,Storage,Chat,Medium,Starter,1,70,52,25.8,9,0,0.291789623541931,42.178962354193104,NORMAL QUEUE,No major risk drivers
T0013513,C01257,2026-05-27,Payments API,Chat,High,Business,0,342,60,48.29,2,0,0.5451900900262666,81.51900900262666,MONITOR,High priority • Payments product
T0013514,C01578,2026-03-05,Authentication,Email,Low,Business,2,556,22,46.36,2,0,0.5144198160608111,58.441981606081114,MONITOR,No major risk drivers
T0013515,C01764,2026-02-09,Storage,Email,Medium,Free,2,273,28,27.86,37,0,0.43540801659453804,53.540801659453805,MONITOR,No major risk drivers
T0013516,C01323,2026-06-18,Analytics,Chat,Urgent,Free,6,314,24,88.34,9,0,0.8960296182934501,119.602961829345,ESCALATE,Urgent priority • Frequent recent contact
T0013517,C00527,2026-06-20,Analytics,Web,Medium,Enterprise,1,783,28,53.52,5,0,0.4625529478165426,68.25529478165426,MONITOR,Long customer message • Enterprise customer
T0013518,C01156,2026-03-08,Payments API,Chat,High,Free,2,662,68,44.67,46,0,0.6014703834886806,80.14703834886807,PRIORITIZE,High priority • Long customer message • Payments product
T0013519,C00426,2026-01-05,Analytics,Web,Medium,Business,2,121,28,13.32,19,0,0.4497311814635127,61.97311814635127,MONITOR,No major risk drivers
T0013520,C00901,2026-02-07,Authentication,Chat,Medium,Starter,3,781,12,24.1,36,0,0.6067769026496587,73.67769026496586,PRIORITIZE,Long customer message • Less-experienced agent
T0013521,C00801,2026-04-08,Authentication,Chat,Medium,Business,2,422,8,77.15,25,0,0.5560807149963503,72.60807149963503,PRIORITIZE,Less-experienced agent
T0013522,C01778,2026-01-11,Payments API,Email,Medium,Starter,3,745,36,60.72,26,0,0.6359183506825464,76.59183506825465,PRIORITIZE,Long customer message • Payments product
T0013523,C00998,2026-02-10,Analytics,Chat,Medium,Free,0,591,43,90.14,38,0,0.3636804595611801,46.36804595611801,MONITOR,No major risk drivers
T0013524,C01727,2026-01-27,Payments API,Chat,Medium,Starter,1,759,30,104.74,1,0,0.5672017950141909,69.7201795014191,PRIORITIZE,Long customer message • Payments product
T0013525,C01455,2026-06-21,Analytics,Email,High,Starter,1,160,41,42.95,21,0,0.6152396382261124,84.52396382261124,PRIORITIZE,High priority
T0013526,C01528,2026-03-05,Messaging,Web,Medium,Starter,0,849,37,27.62,23,0,0.41656524976718,54.656524976718,MONITOR,Long customer message
T0013527,C00305,2026-03-10,Payments API,Phone,High,Business,2,341,42,136.94,39,1,0.701049956385087,97.10499563850871,PRIORITIZE,High priority • Payments product • Phone support
T0013528,C01396,2026-03-17,Payments API,Email,Medium,Free,0,721,32,58.68,25,0,0.5422859853488048,64.22859853488048,MONITOR,Long customer message • Payments product
T0013529,C00453,2026-01-03,Authentication,Email,High,Business,1,743,37,33.71,1,0,0.6922318962124941,96.22318962124942,PRIORITIZE,High priority • Long customer message
T0013530,C01040,2026-04-08,Authentication,Chat,Medium,Free,2,545,17,64.34,25,0,0.5637864638553074,66.37864638553074,PRIORITIZE,No major risk drivers
